,Код заявки,life_satage_number,data_create_begin,data_state_last,actions_count,last_action_manager,difference_day
16197,11991,040,2021-10-20 09:53:09,2021-11-12 06:37:41,5,2021-11-12 06:37:41,23
16198,11991,050,2021-10-20 09:53:09,2021-11-18 08:11:13,1,2021-11-18 08:11:13,29
16199,11992,010,2021-10-20 15:08:59,2021-10-20 12:08:59,1,2021-10-20 12:08:59,0
16200,11992,060,2021-10-20 15:08:59,2021-10-25 06:12:21,1,2021-10-25 06:12:21,5
16201,11993,010,2021-10-20 16:25:24,2021-10-20 13:25:24,1,2021-10-20 13:25:24,0
16202,11993,020,2021-10-20 16:25:24,2021-10-27 07:39:19,1,2021-10-27 07:39:19,7
16203,11993,060,2021-10-20 16:25:24,2022-02-10 09:55:06,1,2022-02-10 09:55:06,-252
16204,11994,010,2021-10-21 12:35:58,2021-10-21 09:35:58,1,2021-10-21 09:35:58,0
16205,11994,060,2021-10-21 12:35:58,2021-10-22 10:32:53,1,2021-10-22 10:32:53,1
16206,11995,010,2021-10-21 13:32:44,2021-10-21 10:32:44,1,2021-10-21 10:32:44,0
16207,11995,020,2021-10-21 13:32:44,2021-10-25 13:11:27,1,2021-10-25 13:11:27,4
16208,11995,060,2021-10-21 13:32:44,2021-10-26 13:01:15,1,2021-10-26 13:01:15,5
16209,11996,010,2021-10-21 13:36:29,2021-10-21 10:36:29,1,2021-10-21 10:36:29,0
16210,11996,040,2021-10-21 13:36:29,2021-10-27 08:46:38,4,2021-10-27 08:46:38,6
16211,11996,050,2021-10-21 13:36:29,2021-11-08 08:21:02,1,2021-11-08 08:21:02,18
16212,11996,060,2021-10-21 13:36:29,2021-11-15 08:19:32,1,2021-11-15 08:19:32,25
16213,11997,010,2021-10-21 15:36:12,2021-10-21 12:36:12,1,2021-10-21 12:36:12,0
16214,11997,020,2021-10-21 15:36:12,2021-10-25 06:21:10,1,2021-10-25 06:21:10,4
16215,11997,060,2021-10-21 15:36:12,2021-10-28 12:28:41,1,2021-10-28 12:28:41,7
16216,11998,010,2021-10-21 15:41:03,2021-10-21 12:41:03,1,2021-10-21 12:41:03,0
16217,11998,020,2021-10-21 15:41:03,2021-10-22 11:51:59,1,2021-10-22 11:51:59,1
16218,11998,060,2021-10-21 15:41:03,2021-10-22 12:08:01,1,2021-10-22 12:08:01,1
16219,11999,010,2021-10-21 17:07:55,2021-10-21 14:07:55,1,2021-10-21 14:07:55,0
16220,11999,020,2021-10-21 17:07:55,2021-10-22 12:10:21,1,2021-10-22 12:10:21,1
16221,11999,040,2021-10-21 17:07:55,2021-11-02 08:51:52,3,2021-11-02 08:51:52,12
16222,11999,050,2021-10-21 17:07:55,2021-11-12 06:15:26,1,2021-11-12 06:15:26,22
16223,11999,060,2021-10-21 17:07:55,2021-11-17 12:36:55,1,2021-11-17 12:36:55,27
16224,12000,010,2021-10-22 09:09:30,2021-10-22 06:09:30,1,2021-10-22 06:09:30,0
16225,12000,060,2021-10-22 09:09:30,2021-10-22 13:32:25,1,2021-10-22 13:32:25,0
16226,12001,010,2021-10-22 09:56:37,2021-10-22 06:56:37,1,2021-10-22 06:56:37,0
16227,12001,020,2021-10-22 09:56:37,2021-10-22 08:54:03,1,2021-10-22 08:54:03,0
16228,12001,040,2021-10-22 09:56:37,2021-11-19 14:24:03,5,2021-11-19 14:24:03,28
16229,12001,050,2021-10-22 09:56:37,2022-03-02 09:51:21,4,2022-03-02 09:51:21,-234
16230,12002,010,2021-10-22 10:51:12,2021-10-22 07:51:12,1,2021-10-22 07:51:12,0
16231,12002,020,2021-10-22 10:51:12,2021-10-25 11:16:41,2,2021-10-25 11:16:41,3
16232,12002,050,2021-10-22 10:51:12,2021-11-02 06:38:27,1,2021-11-02 06:38:27,11
16233,12003,010,2021-10-22 11:42:05,2021-10-22 08:42:05,1,2021-10-22 08:42:05,0
16234,12003,040,2021-10-22 11:42:05,2022-02-02 07:13:35,13,2022-02-02 07:13:35,-262
16235,12003,050,2021-10-22 11:42:05,2021-11-24 12:20:58,2,2021-11-24 12:20:58,33
16236,12003,080,2021-10-22 11:42:05,2022-02-04 11:32:47,1,2022-02-04 11:32:47,-260
16237,12004,010,2021-10-22 12:17:49,2021-10-22 09:17:49,1,2021-10-22 09:17:49,0
16238,12004,060,2021-10-22 12:17:49,2021-10-22 11:48:56,1,2021-10-22 11:48:56,0
16239,12005,010,2021-10-22 14:49:50,2021-10-22 11:49:50,1,2021-10-22 11:49:50,0
16240,12005,070,2021-10-22 14:49:50,2021-10-25 12:51:40,1,2021-10-25 12:51:40,3
16241,12006,010,2021-10-22 16:55:00,2021-10-22 13:55:00,1,2021-10-22 13:55:00,0
16242,12006,020,2021-10-22 16:55:00,2021-11-08 13:49:21,2,2021-11-08 13:49:21,17
16243,12006,040,2021-10-22 16:55:00,2021-12-03 09:50:54,6,2021-12-03 09:50:54,42
16244,12006,060,2021-10-22 16:55:00,2022-03-17 10:33:40,1,2022-03-17 10:33:40,-219
16245,12007,010,2021-10-25 09:17:19,2021-10-25 06:17:19,1,2021-10-25 06:17:19,0
16246,12007,060,2021-10-25 09:17:19,2021-10-28 07:43:09,1,2021-10-28 07:43:09,3
16247,12008,010,2021-10-25 09:34:18,2021-10-25 06:34:18,1,2021-10-25 06:34:18,0
16248,12008,060,2021-10-25 09:34:18,2021-10-25 14:14:22,1,2021-10-25 14:14:22,0
16249,12009,010,2021-10-25 11:00:48,2021-10-25 08:00:48,1,2021-10-25 08:00:48,0
16250,12009,060,2021-10-25 11:00:48,2021-10-27 08:44:20,1,2021-10-27 08:44:20,2
16251,12010,010,2021-10-25 11:28:14,2021-10-25 08:28:14,1,2021-10-25 08:28:14,0
16252,12010,020,2021-10-25 11:28:14,2021-10-25 14:03:44,1,2021-10-25 14:03:44,0
16253,12010,060,2021-10-25 11:28:14,2021-10-27 14:18:03,1,2021-10-27 14:18:03,2
16254,12011,010,2021-10-25 11:39:54,2021-10-25 08:39:54,1,2021-10-25 08:39:54,0
16255,12011,020,2021-10-25 11:39:54,2021-10-27 14:42:01,2,2021-10-27 14:42:01,2
16256,12011,060,2021-10-25 11:39:54,2021-11-12 07:05:14,1,2021-11-12 07:05:14,18
16257,12012,010,2021-10-25 12:33:04,2021-10-25 09:33:04,1,2021-10-25 09:33:04,0
16258,12012,060,2021-10-25 12:33:04,2021-10-27 12:06:36,1,2021-10-27 12:06:36,2
16259,12013,010,2021-10-25 13:55:43,2021-10-25 10:55:43,1,2021-10-25 10:55:43,0
16260,12013,060,2021-10-25 13:55:43,2021-10-25 13:19:16,1,2021-10-25 13:19:16,0
16261,12014,010,2021-10-26 09:50:14,2021-10-26 06:50:14,1,2021-10-26 06:50:14,0
16262,12014,020,2021-10-26 09:50:14,2021-10-27 07:44:44,3,2021-10-27 07:44:44,1
16263,12014,050,2021-10-26 09:50:14,2021-11-15 06:00:05,1,2021-11-15 06:00:05,20
16264,12015,010,2021-10-26 10:43:41,2021-10-26 07:43:41,1,2021-10-26 07:43:41,0
16265,12015,040,2021-10-26 10:43:41,2021-11-19 14:14:11,7,2021-11-19 14:14:11,24
16266,12015,050,2021-10-26 10:43:41,2022-03-23 13:57:35,2,2022-03-23 13:57:35,-217
16267,12016,010,2021-10-26 11:06:09,2021-10-26 08:06:09,1,2021-10-26 08:06:09,0
16268,12016,020,2021-10-26 11:06:09,2021-11-23 13:36:43,5,2021-11-23 13:36:43,28
16269,12017,010,2021-10-26 12:27:01,2021-10-26 09:27:01,1,2021-10-26 09:27:01,0
16270,12017,040,2021-10-26 12:27:01,2021-11-03 10:57:35,2,2021-11-03 10:57:35,8
16271,12017,060,2021-10-26 12:27:01,2021-11-09 13:23:18,2,2021-11-09 13:23:18,14
16272,12018,010,2021-10-26 15:00:26,2021-10-26 12:00:26,1,2021-10-26 12:00:26,0
16273,12018,020,2021-10-26 15:00:26,2021-11-23 08:31:58,5,2021-11-23 08:31:58,28
16274,12018,040,2021-10-26 15:00:26,2022-02-21 06:14:08,11,2022-02-21 06:14:08,-247
16275,12018,050,2021-10-26 15:00:26,2022-03-02 10:47:28,4,2022-03-02 10:47:28,-238
16276,12019,010,2021-10-26 16:01:42,2021-10-26 13:01:42,1,2021-10-26 13:01:42,0
16277,12019,020,2021-10-26 16:01:42,2021-10-28 12:36:42,1,2021-10-28 12:36:42,2
16278,12019,040,2021-10-26 16:01:42,2022-01-10 06:35:57,15,2022-01-10 06:35:57,-289
16279,12019,050,2021-10-26 16:01:42,2022-01-20 10:00:11,3,2022-01-20 10:00:11,-279
16280,12019,060,2021-10-26 16:01:42,2022-01-24 12:51:04,1,2022-01-24 12:51:04,-275
16281,12020,010,2021-10-27 13:10:03,2021-10-27 10:10:03,1,2021-10-27 10:10:03,0
16282,12020,020,2021-10-27 13:10:03,2021-10-27 14:52:14,1,2021-10-27 14:52:14,0
16283,12020,040,2021-10-27 13:10:03,2021-10-29 08:29:41,3,2021-10-29 08:29:41,2
16284,12020,050,2021-10-27 13:10:03,2021-11-02 10:23:11,2,2021-11-02 10:23:11,6
16285,12020,060,2021-10-27 13:10:03,2021-11-08 07:56:25,1,2021-11-08 07:56:25,12
16286,12021,010,2021-10-27 15:19:09,2021-10-27 12:19:09,1,2021-10-27 12:19:09,0
16287,12021,020,2021-10-27 15:19:09,2021-10-28 08:45:28,1,2021-10-28 08:45:28,1
16288,12021,040,2021-10-27 15:19:09,2021-11-08 14:14:47,3,2021-11-08 14:14:47,12
16289,12021,060,2021-10-27 15:19:09,2021-11-10 08:23:02,1,2021-11-10 08:23:02,14
16290,12022,010,2021-10-27 15:52:38,2021-10-27 12:52:39,1,2021-10-27 12:52:39,0
16291,12022,020,2021-10-27 15:52:38,2021-10-29 06:37:28,2,2021-10-29 06:37:28,2
16292,12022,060,2021-10-27 15:52:38,2021-11-10 08:19:33,1,2021-11-10 08:19:33,14
16293,12023,010,2021-10-27 20:06:57,2021-10-27 17:06:57,2,2021-10-27 17:06:57,0
16294,12023,040,2021-10-27 20:06:57,2021-11-12 09:53:25,3,2021-11-12 09:53:25,16
16295,12023,050,2021-10-27 20:06:57,2021-11-29 10:29:00,1,2021-11-29 10:29:00,33
16296,12023,060,2021-10-27 20:06:57,2022-02-04 13:21:31,1,2022-02-04 13:21:31,-265
16297,12024,010,2021-10-27 20:11:44,2021-10-27 17:11:44,2,2021-10-27 17:11:44,0
16298,12024,060,2021-10-27 20:11:44,2021-11-12 08:33:17,1,2021-11-12 08:33:17,16
16299,12025,010,2021-10-28 19:39:14,2021-10-28 16:39:14,1,2021-10-28 16:39:14,0
16300,12025,040,2021-10-28 19:39:14,2021-10-29 16:10:23,4,2021-10-29 16:10:23,1
16301,12025,050,2021-10-28 19:39:14,2022-03-18 08:28:31,3,2022-03-18 08:28:31,-224
16302,12026,010,2021-10-28 20:43:46,2021-10-28 17:43:46,1,2021-10-28 17:43:46,0
16303,12026,040,2021-10-28 20:43:46,2021-12-17 13:22:58,5,2021-12-17 13:22:58,50
16304,12026,050,2021-10-28 20:43:46,2022-01-21 07:04:16,14,2022-01-21 07:04:16,-280
16305,12027,010,2021-10-28 21:09:13,2021-10-28 18:09:13,1,2021-10-28 18:09:13,0
16306,12027,040,2021-10-28 21:09:13,2021-11-10 09:10:46,3,2021-11-10 09:10:46,13
16307,12027,050,2021-10-28 21:09:13,2021-11-23 09:39:52,1,2021-11-23 09:39:52,26
16308,12027,060,2021-10-28 21:09:13,2022-01-25 07:35:26,1,2022-01-25 07:35:26,-276
16309,12028,010,2021-10-29 09:28:08,2021-10-29 06:28:08,1,2021-10-29 06:28:08,0
16310,12028,060,2021-10-29 09:28:08,2021-11-02 14:09:41,1,2021-11-02 14:09:41,4
16311,12029,010,2021-10-29 13:04:42,2021-10-29 10:04:42,1,2021-10-29 10:04:42,0
16312,12029,040,2021-10-29 13:04:42,2021-11-08 09:47:24,5,2021-11-08 09:47:24,10
16313,12029,060,2021-10-29 13:04:42,2021-12-01 08:53:24,1,2021-12-01 08:53:24,33
16314,12030,010,2021-10-29 13:19:04,2021-10-29 10:19:04,1,2021-10-29 10:19:04,0
16315,12030,020,2021-10-29 13:19:04,2022-03-11 14:33:53,6,2022-03-11 14:33:53,-232
16316,12030,040,2021-10-29 13:19:04,2021-12-08 14:06:36,8,2021-12-08 14:06:36,40
16317,12030,050,2021-10-29 13:19:04,2022-02-11 13:16:04,12,2022-02-11 13:16:04,-260
16318,12031,010,2021-10-29 13:26:32,2021-10-29 10:26:32,1,2021-10-29 10:26:32,0
16319,12031,020,2021-10-29 13:26:32,2021-11-03 11:19:55,3,2021-11-03 11:19:55,5
16320,12031,060,2021-10-29 13:26:32,2021-11-25 12:52:57,1,2021-11-25 12:52:57,27
16321,12032,010,2021-10-29 15:57:14,2021-10-29 12:57:14,1,2021-10-29 12:57:14,0
16322,12032,020,2021-10-29 15:57:14,2021-11-01 07:13:49,1,2021-11-01 07:13:49,3
16323,12032,040,2021-10-29 15:57:14,2021-11-15 14:38:07,2,2021-11-15 14:38:07,17
16324,12032,060,2021-10-29 15:57:14,2021-11-18 14:39:42,1,2021-11-18 14:39:42,20
16325,12033,010,2021-11-01 11:59:57,2021-11-01 08:59:57,1,2021-11-01 08:59:57,0
16326,12033,060,2021-11-01 11:59:57,2021-11-02 06:27:01,1,2021-11-02 06:27:01,1
16327,12034,010,2021-11-01 12:06:21,2021-11-01 09:06:21,1,2021-11-01 09:06:21,0
16328,12034,020,2021-11-01 12:06:21,2021-11-02 06:32:26,1,2021-11-02 06:32:26,1
16329,12034,040,2021-11-01 12:06:21,2021-12-17 07:40:23,9,2021-12-17 07:40:23,46
16330,12034,060,2021-11-01 12:06:21,2022-02-14 07:39:41,1,2022-02-14 07:39:41,-260
16331,12035,010,2021-11-01 12:12:09,2021-11-01 09:12:09,1,2021-11-01 09:12:09,0
16332,12035,040,2021-11-01 12:12:09,2021-11-19 08:57:29,5,2021-11-19 08:57:29,18
16333,12035,060,2021-11-01 12:12:09,2021-11-23 07:42:16,1,2021-11-23 07:42:16,22
16334,12036,010,2021-11-01 12:36:58,2021-11-01 09:36:58,1,2021-11-01 09:36:58,0
16335,12036,020,2021-11-01 12:36:58,2021-11-03 11:18:40,1,2021-11-03 11:18:40,2
16336,12036,070,2021-11-01 12:36:58,2021-11-09 13:22:01,1,2021-11-09 13:22:01,8
16337,12037,010,2021-11-01 12:43:52,2021-11-01 09:43:52,1,2021-11-01 09:43:52,0
16338,12037,040,2021-11-01 12:43:52,2022-03-17 12:45:56,13,2022-03-17 12:45:56,-229
16339,12037,050,2021-11-01 12:43:52,2022-03-02 14:19:35,9,2022-03-02 14:19:35,-244
16340,12038,010,2021-11-01 12:54:28,2021-11-01 09:54:28,1,2021-11-01 09:54:28,0
16341,12038,060,2021-11-01 12:54:28,2021-11-02 14:05:39,1,2021-11-02 14:05:39,1
16342,12039,010,2021-11-02 10:43:17,2021-11-02 07:43:17,1,2021-11-02 07:43:17,0
16343,12039,060,2021-11-02 10:43:17,2021-11-02 14:04:57,1,2021-11-02 14:04:57,0
16344,12040,010,2021-11-02 10:46:08,2021-11-02 07:46:08,1,2021-11-02 07:46:08,0
16345,12040,060,2021-11-02 10:46:08,2021-11-02 14:04:27,1,2021-11-02 14:04:27,0
16346,12041,010,2021-11-02 10:58:14,2021-11-02 07:58:14,1,2021-11-02 07:58:14,0
16347,12041,020,2021-11-02 10:58:14,2021-11-10 08:18:35,1,2021-11-10 08:18:35,8
16348,12041,060,2021-11-02 10:58:14,2021-11-12 08:23:17,1,2021-11-12 08:23:17,10
16349,12042,010,2021-11-02 11:06:26,2021-11-02 08:06:26,1,2021-11-02 08:06:26,0
16350,12042,040,2021-11-02 11:06:26,2022-03-18 08:10:38,9,2022-03-18 08:10:38,-229
16351,12042,050,2021-11-02 11:06:26,2022-03-24 07:30:12,10,2022-03-24 07:30:12,-223
16352,12043,010,2021-11-02 11:17:46,2021-11-02 08:17:46,1,2021-11-02 08:17:46,0
16353,12043,060,2021-11-02 11:17:46,2021-11-03 11:37:44,1,2021-11-03 11:37:44,1
16354,12044,010,2021-11-02 11:30:34,2021-11-02 08:30:34,1,2021-11-02 08:30:34,0
16355,12044,020,2021-11-02 11:30:34,2021-11-02 14:03:25,1,2021-11-02 14:03:25,0
16356,12044,060,2021-11-02 11:30:34,2021-11-12 13:31:03,1,2021-11-12 13:31:03,10
16357,12045,010,2021-11-02 13:46:39,2021-11-02 10:46:39,3,2021-11-02 10:46:39,0
16358,12045,060,2021-11-02 13:46:39,2021-11-24 14:32:14,1,2021-11-24 14:32:14,22
16359,12046,010,2021-11-02 13:51:37,2021-11-02 10:51:37,1,2021-11-02 10:51:37,0
16360,12046,020,2021-11-02 13:51:37,2021-11-12 11:52:58,1,2021-11-12 11:52:58,10
16361,12046,050,2021-11-02 13:51:37,2021-11-18 09:32:05,1,2021-11-18 09:32:05,16
16362,12046,060,2021-11-02 13:51:37,2022-02-10 11:07:45,1,2022-02-10 11:07:45,-265
16363,12047,040,2021-11-02 16:40:28,2021-12-03 11:37:41,1,2021-12-03 11:37:41,31
16364,12047,050,2021-11-02 16:40:28,2021-12-10 06:46:11,1,2021-12-10 06:46:11,38
16365,12047,060,2021-11-02 16:40:28,2022-01-24 14:20:51,1,2022-01-24 14:20:51,-282
16366,12048,010,2021-11-02 16:44:22,2021-11-02 13:44:22,1,2021-11-02 13:44:22,0
16367,12048,060,2021-11-02 16:44:22,2021-11-10 08:20:16,1,2021-11-10 08:20:16,8
16368,12049,010,2021-11-03 11:20:53,2021-11-03 08:20:53,1,2021-11-03 08:20:53,0
16369,12049,040,2021-11-03 11:20:53,2021-11-11 18:37:59,3,2021-11-11 18:37:59,8
16370,12049,050,2021-11-03 11:20:53,2022-01-31 07:08:12,17,2022-01-31 07:08:12,-276
16371,12050,010,2021-11-03 12:20:59,2021-11-03 09:20:59,1,2021-11-03 09:20:59,0
16372,12050,020,2021-11-03 12:20:59,2021-11-08 06:13:29,1,2021-11-08 06:13:29,5
16373,12050,040,2021-11-03 12:20:59,2021-11-12 08:01:37,3,2021-11-12 08:01:37,9
16374,12050,060,2021-11-03 12:20:59,2022-02-10 09:54:13,1,2022-02-10 09:54:13,-266
16375,12051,010,2021-11-05 10:30:41,2021-11-05 07:30:41,1,2021-11-05 07:30:41,0
16376,12051,070,2021-11-05 10:30:41,2021-11-09 13:21:48,1,2021-11-09 13:21:48,4
16377,12052,010,2021-11-08 09:14:33,2021-11-08 06:14:33,1,2021-11-08 06:14:33,0
16378,12052,060,2021-11-08 09:14:33,2021-11-10 08:20:43,1,2021-11-10 08:20:43,2
16379,12053,010,2021-11-08 10:08:29,2021-11-08 07:08:29,1,2021-11-08 07:08:29,0
16380,12053,060,2021-11-08 10:08:29,2021-11-09 13:39:27,1,2021-11-09 13:39:27,1
16381,12054,010,2021-11-08 16:13:58,2021-11-08 13:13:58,1,2021-11-08 13:13:58,0
16382,12054,020,2021-11-08 16:13:58,2021-11-12 13:47:44,1,2021-11-12 13:47:44,4
16383,12054,060,2021-11-08 16:13:58,2021-11-17 06:39:36,1,2021-11-17 06:39:36,9
16384,12055,010,2021-11-09 09:26:43,2021-11-09 06:26:43,1,2021-11-09 06:26:43,0
16385,12055,020,2021-11-09 09:26:43,2021-12-03 10:20:05,4,2021-12-03 10:20:05,24
16386,12055,040,2021-11-09 09:26:43,2021-11-17 13:57:33,1,2021-11-17 13:57:33,8
16387,12055,060,2021-11-09 09:26:43,2021-12-07 14:31:40,1,2021-12-07 14:31:40,28
16388,12056,010,2021-11-09 09:34:00,2021-11-09 06:34:00,1,2021-11-09 06:34:00,0
16389,12056,060,2021-11-09 09:34:00,2021-11-12 06:59:32,1,2021-11-12 06:59:32,3
16390,12057,010,2021-11-09 09:43:05,2021-11-09 06:43:05,1,2021-11-09 06:43:05,0
16391,12057,040,2021-11-09 09:43:05,2021-11-09 14:44:24,1,2021-11-09 14:44:24,0
16392,12057,060,2021-11-09 09:43:05,2021-11-10 08:22:10,1,2021-11-10 08:22:10,1
16393,12058,010,2021-11-09 11:21:59,2021-11-09 08:21:59,1,2021-11-09 08:21:59,0
16394,12058,020,2021-11-09 11:21:59,2021-11-15 09:41:54,3,2021-11-15 09:41:54,6
16395,12058,050,2021-11-09 11:21:59,2021-11-22 09:23:23,1,2021-11-22 09:23:23,13
16396,12059,010,2021-11-09 11:30:06,2021-11-09 08:30:06,1,2021-11-09 08:30:06,0
16397,12059,020,2021-11-09 11:30:06,2021-11-09 14:47:12,1,2021-11-09 14:47:12,0
16398,12059,060,2021-11-09 11:30:06,2021-11-10 09:55:13,1,2021-11-10 09:55:13,1
16399,12060,010,2021-11-09 16:17:00,2021-11-09 13:17:00,1,2021-11-09 13:17:00,0
16400,12060,020,2021-11-09 16:17:00,2021-12-08 12:24:17,1,2021-12-08 12:24:17,29
16401,12060,040,2021-11-09 16:17:00,2022-01-10 11:28:20,10,2022-01-10 11:28:20,-303
16402,12060,050,2021-11-09 16:17:00,2022-02-11 06:39:53,7,2022-02-11 06:39:53,-271
16403,12061,010,2021-11-09 16:30:30,2021-11-09 13:30:30,1,2021-11-09 13:30:30,0
16404,12061,060,2021-11-09 16:30:30,2021-11-12 13:09:21,1,2021-11-12 13:09:21,3
16405,12062,010,2021-11-11 09:34:07,2021-11-11 06:34:07,1,2021-11-11 06:34:07,0
16406,12062,020,2021-11-11 09:34:07,2021-11-15 19:40:23,1,2021-11-15 19:40:23,4
16407,12062,050,2021-11-11 09:34:07,2021-12-17 12:26:36,5,2021-12-17 12:26:36,36
16408,12062,060,2021-11-11 09:34:07,2022-01-31 08:57:40,1,2022-01-31 08:57:40,-284
16409,12063,010,2021-11-11 09:40:45,2021-11-11 06:40:45,1,2021-11-11 06:40:45,0
16410,12063,040,2021-11-11 09:40:45,2021-11-18 12:18:13,3,2021-11-18 12:18:13,7
16411,12063,050,2021-11-11 09:40:45,2021-12-07 08:26:25,3,2021-12-07 08:26:25,26
16412,12063,060,2021-11-11 09:40:45,2022-02-25 09:52:27,1,2022-02-25 09:52:27,-259
16413,12064,010,2021-11-11 11:31:34,2021-11-11 08:31:34,1,2021-11-11 08:31:34,0
16414,12064,060,2021-11-11 11:31:34,2021-11-15 09:43:38,1,2021-11-15 09:43:38,4
16415,12065,010,2021-11-11 11:38:43,2021-11-11 08:38:43,1,2021-11-11 08:38:43,0
16416,12065,060,2021-11-11 11:38:43,2021-11-15 12:45:36,1,2021-11-15 12:45:36,4
16417,12066,010,2021-11-11 11:56:28,2021-11-11 08:56:28,1,2021-11-11 08:56:28,0
16418,12066,040,2021-11-11 11:56:28,2022-02-11 08:51:31,15,2022-02-11 08:51:31,-273
16419,12066,050,2021-11-11 11:56:28,2022-02-25 09:54:20,6,2022-02-25 09:54:20,-259
16420,12066,060,2021-11-11 11:56:28,2022-03-15 12:29:17,1,2022-03-15 12:29:17,-241
16421,12067,010,2021-11-11 12:30:21,2021-11-11 09:30:21,1,2021-11-11 09:30:21,0
16422,12067,060,2021-11-11 12:30:21,2021-11-14 17:09:10,1,2021-11-14 17:09:10,3
16423,12068,010,2021-11-11 12:38:24,2021-11-11 09:38:24,1,2021-11-11 09:38:24,0
16424,12068,020,2021-11-11 12:38:24,2021-11-14 17:08:16,1,2021-11-14 17:08:16,3
16425,12068,040,2021-11-11 12:38:24,2021-11-23 08:52:25,2,2021-11-23 08:52:25,12
16426,12068,050,2021-11-11 12:38:24,2022-01-26 11:18:44,13,2022-01-26 11:18:44,-289
16427,12069,010,2021-11-11 12:43:58,2021-11-11 09:43:58,1,2021-11-11 09:43:58,0
16428,12069,020,2021-11-11 12:43:58,2021-11-12 06:43:37,1,2021-11-12 06:43:37,1
16429,12069,060,2021-11-11 12:43:58,2021-11-19 07:25:07,1,2021-11-19 07:25:07,8
16430,12070,010,2021-11-11 14:05:57,2021-11-11 11:05:57,2,2021-11-11 11:05:57,0
16431,12070,060,2021-11-11 14:05:57,2021-11-26 11:08:09,1,2021-11-26 11:08:09,15
16432,12071,010,2021-11-11 14:10:54,2021-11-11 11:10:54,1,2021-11-11 11:10:54,0
16433,12071,060,2021-11-11 14:10:54,2021-11-18 19:29:24,1,2021-11-18 19:29:24,7
16434,12072,010,2021-11-11 14:16:15,2021-11-11 11:16:15,2,2021-11-11 11:16:15,0
16435,12072,060,2021-11-11 14:16:15,2021-11-22 14:15:41,1,2021-11-22 14:15:41,11
16436,12073,010,2021-11-11 14:21:09,2021-11-11 11:21:09,1,2021-11-11 11:21:09,0
16437,12073,060,2021-11-11 14:21:09,2021-11-18 12:26:15,1,2021-11-18 12:26:15,7
16438,12074,010,2021-11-11 14:30:17,2021-11-11 11:30:17,2,2021-11-11 11:30:17,0
16439,12074,020,2021-11-11 14:30:17,2021-12-14 12:23:49,4,2021-12-14 12:23:49,33
16440,12074,040,2021-11-11 14:30:17,2022-03-23 10:20:13,4,2022-03-23 10:20:13,-233
16441,12074,050,2021-11-11 14:30:17,2022-02-25 08:11:24,4,2022-02-25 08:11:24,-259
16442,12074,070,2021-11-11 14:30:17,2021-11-25 09:21:20,1,2021-11-25 09:21:20,14
16443,12075,010,2021-11-11 14:35:21,2021-11-11 11:35:21,1,2021-11-11 11:35:21,0
16444,12075,020,2021-11-11 14:35:21,2021-11-12 12:52:59,1,2021-11-12 12:52:59,1
16445,12075,070,2021-11-11 14:35:21,2022-01-25 08:05:45,1,2022-01-25 08:05:45,-290
16446,12076,010,2021-11-11 15:00:07,2021-11-11 12:00:07,1,2021-11-11 12:00:07,0
16447,12076,020,2021-11-11 15:00:07,2021-11-11 12:10:43,1,2021-11-11 12:10:43,0
16448,12076,040,2021-11-11 15:00:07,2021-11-18 19:22:02,5,2021-11-18 19:22:02,7
16449,12076,080,2021-11-11 15:00:07,2021-11-23 07:01:35,1,2021-11-23 07:01:35,12
16450,12077,010,2021-11-12 09:16:36,2021-11-12 06:16:36,1,2021-11-12 06:16:36,0
16451,12077,020,2021-11-12 09:16:36,2021-11-12 13:41:06,1,2021-11-12 13:41:06,0
16452,12077,060,2021-11-12 09:16:36,2021-11-16 06:35:04,1,2021-11-16 06:35:04,4
16453,12078,010,2021-11-12 09:45:33,2021-11-12 06:45:33,1,2021-11-12 06:45:33,0
16454,12078,040,2021-11-12 09:45:33,2022-01-24 07:27:08,6,2022-01-24 07:27:08,-292
16455,12078,050,2021-11-12 09:45:33,2022-03-09 13:16:14,17,2022-03-09 13:16:14,-248
16456,12079,010,2021-11-12 09:49:45,2021-11-12 06:49:45,1,2021-11-12 06:49:45,0
16457,12079,040,2021-11-12 09:49:45,2021-11-22 12:16:10,5,2021-11-22 12:16:10,10
16458,12079,050,2021-11-12 09:49:45,2021-11-29 08:05:45,1,2021-11-29 08:05:45,17
16459,12079,070,2021-11-12 09:49:45,2021-11-29 08:06:10,1,2021-11-29 08:06:10,17
16460,12080,010,2021-11-12 10:36:08,2021-11-12 07:36:08,1,2021-11-12 07:36:08,0
16461,12080,060,2021-11-12 10:36:08,2021-11-12 13:19:15,1,2021-11-12 13:19:15,0
16462,12081,010,2021-11-12 10:40:27,2021-11-12 07:40:27,1,2021-11-12 07:40:27,0
16463,12081,060,2021-11-12 10:40:27,2021-11-12 13:28:47,1,2021-11-12 13:28:47,0
16464,12082,010,2021-11-12 12:45:18,2021-11-12 09:45:18,1,2021-11-12 09:45:18,0
16465,12082,040,2021-11-12 12:45:18,2021-11-26 10:12:08,4,2021-11-26 10:12:08,14
16466,12082,050,2021-11-12 12:45:18,2021-11-29 10:51:19,1,2021-11-29 10:51:19,17
16467,12082,060,2021-11-12 12:45:18,2021-12-07 08:15:44,1,2021-12-07 08:15:44,25
16468,12083,010,2021-11-12 12:53:06,2021-11-12 09:53:06,1,2021-11-12 09:53:06,0
